Subject,response,corrected_response,entry_number,response_times,domain
JDVDZARM,gecko,gecko,8,4668.5,animals
JDVDZARM,horse,horse,9,4247.1,animals
JDVDZARM,zebra,zebra,10,1273.3,animals
JDVDZARM,frog,frog,11,6629.9,animals
JDVDZARM,hamster,hamster,12,7297.1,animals
JDVDZARM,mouse,mouse,13,1371,animals
JDVDZARM,roach,roach,14,7030.6,animals
JDVDZARM,butterfly,butterfly,15,2120.6,animals
JDVDZARM,squirrel,squirrel,16,1844.2,animals
JDVDZARM,polarbear,polar bear,17,3649.2,animals
JDVDZARM,StephenKing,stephen king,1,3554.7,authors
JDVDZARM,Sara J Maas,sarah j. maas,2,8111.1,authors
JDVDZARM,Bradbury,ray bradbury,3,5202.6,authors
JDVDZARM,Steinbeck,john steinbeck,4,6016.9,authors
JDVDZARM,Poe,edgar allan poe,5,9617.6,authors
JDVDZARM,Sparks,nicholas sparks,6,5232.6,authors
JDVDZARM,Asamov,isaac asimov,7,9415.6,authors
JDVDZARM,Maaj,maaj,8,12021.2,authors
JDVDZARM,mathematics,mathematics,1,3665.4,college_majors
JDVDZARM,chemistry,chemistry,2,2052.6,college_majors
JDVDZARM,biology,biology,3,1996.1,college_majors
JDVDZARM,finance,finance,4,1271.9,college_majors
JDVDZARM,business,business,5,3151.9,college_majors
JDVDZARM,philosophy,philosophy,6,2830.8,college_majors
JDVDZARM,engineering,engineering,7,8322.8,college_majors
JDVDZARM,physics,physics,8,4881.5,college_majors
JDVDZARM,music,music,9,4199.3,college_majors
JDVDZARM,theatre,theatre,10,4527.9,college_majors
JDVDZARM,art history,art history,11,4434.9,college_majors
JDVDZARM,computer science,computer science,12,7566.2,college_majors
JDVDZARM,geology,geology,13,4050.6,college_majors
JDVDZARM,geophysics,geophysics,14,2699.6,college_majors
JDVDZARM,TaylorSwift,taylor swift,1,5902.8,musicians
JDVDZARM,SelenaGomez,selena gomez,2,3215.7,musicians
JDVDZARM,ELO,elvis costello (elo unclear; kept as provided),3,20281,musicians
JDVDZARM,Bach,bach,4,5254.8,musicians
JDVDZARM,Betoveen,beethoven,5,5380.1,musicians
JDVDZARM,Chopan,chopin,6,7685.2,musicians
JDVDZARM,Bolt,usain bolt,1,2684.5,sportspersons
JDVDZARM,Brady,tom brady,2,8718.1,sportspersons
JDVDZARM,Michael Jordan,michael jordan,3,11720.7,sportspersons
JDVDZARM,Ward,"ed reed (unclear ""ward""; best-match assumption)",4,8194.4,sportspersons
JDVDZARM,Kelsey,travis kelce,5,7833.7,sportspersons
JDVDZARM,Babe Ruth,babe ruth,6,10580.8,sportspersons
JDVDZARM,Phelps,michael phelps,7,5169.4,sportspersons
JEW0DH9D,cat,cat,1,1055.4,animals
JEW0DH9D,dog,dog,2,544.5,animals
JEW0DH9D,bird,bird,3,966.8,animals
JEW0DH9D,whale,whale,4,4617.3,animals
JEW0DH9D,dolphin,dolphin,5,1621.3,animals
JEW0DH9D,crab,crab,6,643.7,animals
JEW0DH9D,pony,pony,7,2925.8,animals
JEW0DH9D,pig,pig,8,2406.3,animals
JEW0DH9D,cow,cow,9,1358,animals
JEW0DH9D,rooster,rooster,10,2535.9,animals
JEW0DH9D,great blue heron,great blue heron,11,6949.8,animals
JEW0DH9D,bald eagle,bald eagle,12,3523.5,animals
JEW0DH9D,red tail hawk,red-tailed hawk,13,3338.2,animals
JEW0DH9D,morning dove,mourning dove,14,3748.9,animals
JEW0DH9D,bear,bear,15,4969.6,animals
JEW0DH9D,polar bear,polar bear,16,1959.7,animals
JEW0DH9D,bruin,bruin,17,1516.7,animals
JEW0DH9D,peacock,peacock,18,5325.9,animals
JEW0DH9D,flyhing squirrle,flying squirrel,19,8077.8,animals
JEW0DH9D,george orwell,george orwell,1,6550.1,authors
JEW0DH9D,dr sues,dr. seuss,2,6837.8,authors
JEW0DH9D,toni morrison,toni morrison,3,3060.9,authors
JEW0DH9D,john lewis,john lewis,4,24089.7,authors
JEW0DH9D,malala,malala yousafzai,5,9897.4,authors
JEW0DH9D,math,math,1,1005.8,college_majors
JEW0DH9D,chemistry,chemistry,2,3425.7,college_majors
JEW0DH9D,asian studies,asian studies,3,6153,college_majors
JEW0DH9D,urban studies,urban studies,4,2116.5,college_majors
JEW0DH9D,sociology,sociology,5,4035.4,college_majors
JEW0DH9D,psychology,psychology,6,2752.8,college_majors
JEW0DH9D,nueroscience,neuroscience,7,3156.7,college_majors
JEW0DH9D,envrionmental science,environmental science,8,3276.4,college_majors
JEW0DH9D,government,government,9,1096.5,college_majors
JEW0DH9D,theather,theatre,10,5234.6,college_majors
JEW0DH9D,art,art,11,1098.5,college_majors
JEW0DH9D,gender and sexualitiy studies,gender and sexuality studies,12,9951.1,college_majors
JEW0DH9D,biology,biology,13,6603,college_majors
JEW0DH9D,biochemistry,biochemistry,14,3445.2,college_majors
JEW0DH9D,education,education,15,2816.9,college_majors
JEW0DH9D,laufey,laufey,1,3130.9,musicians
JEW0DH9D,the weekend,the weeknd,2,1799.3,musicians
JEW0DH9D,drake,drake,3,853.6,musicians
JEW0DH9D,niki minaj,nicki minaj,4,5979.8,musicians
JEW0DH9D,cupcakke,cupcakke,5,6687.3,musicians
JEW0DH9D,joe hisaishi,joe hisaishi,6,9060.2,musicians
JEW0DH9D,tricot,tricot,7,4390,musicians
JEW0DH9D,chinese football,chinese football,8,11440.2,musicians
JEW0DH9D,wolfgang,wolfgang amadeus mozart (assumed),9,8845.4,musicians
JEW0DH9D,tyler the creater, tyler the creator,10,5132.7,musicians
JEW0DH9D,dwane the rock johnson,"dwayne ""the rock"" johnson",1,6137,sportspersons
JEW0DH9D,shaq,shaquille o'neal,2,8347.4,sportspersons
JEW0DH9D,lebron james,lebron james,3,3677.5,sportspersons
JEW0DH9D,yuzuru hanyu,yuzuru hanyu,4,7808.5,sportspersons
JEW0DH9D,alyssa liu,alysa liu,5,3481.3,sportspersons
JEW0DH9D,nathan chen,nathan chen,6,3036.9,sportspersons
JEW0DH9D,serina williams,serena williams,7,5181.3,sportspersons
JIMIPV7S, spanish, spanish,4,1435.6, college_majors
JIMIPV7S, french, french,5,4214.9, college_majors
JIMIPV7S, math, math,6,3018.4, college_majors
JIMIPV7S, economics, economics,7,3463.1, college_majors
JIMIPV7S, poly sci, poly sci,8,3308.8, college_majors
JIMIPV7S, environmental sciencw, environmental science,9,10326.6, college_majors
JIMIPV7S, EOS, eos,10,6864.2, college_majors
JIMIPV7S, compsci, compsci,11,6428.4, college_majors
JIMIPV7S, chem, chem,12,11639.3, college_majors
JIMIPV7S, bio, bio,13,967.8, college_majors
JIMIPV7S, john lennon, john lennon,1,3270.8, musicians
JIMIPV7S, paul mccartney, paul mccartney,2,3252.5, musicians
JIMIPV7S, george harrison, george harrison,3,6058.4, musicians
JIMIPV7S, ringo starr, ringo starr,4,2974, musicians
JIMIPV7S, dave grohl, dave grohl,5,3242.3, musicians
JIMIPV7S, kurt cobain, kurt cobain,6,3575.8, musicians
JIMIPV7S, louis armstron, louis armstrong,7,7116, musicians
JIMIPV7S, michael buble, michael bublé,8,5605.3, musicians
JIMIPV7S, taylor swift, taylor swift,9,4629.3, musicians
JIMIPV7S, vance joy, vance joy,10,6290.6, musicians
JIMIPV7S, seth avett, seth avett,11,2855, musicians
JIMIPV7S, scott avett, scott avett,12,2192.6, musicians
JIMIPV7S, beyonce, beyoncé,13,5935, musicians
JIMIPV7S, lady gaga, lady gaga,14,2498.7, musicians
JIMIPV7S, colin duffy, colin duffy,1,3082, sportspersons
JIMIPV7S, serena williams, serena williams,2,5045.4, sportspersons
JIMIPV7S, michael phelps, michael phelps,3,14180.5, sportspersons
JIMIPV7S, tiger woods, tiger woods,4,2482.9, sportspersons
JIMIPV7S, michael jordan, michael jordan,5,5085.6, sportspersons
JIMIPV7S, lebron james, lebron james,6,3314, sportspersons
JIMIPV7S, bryce harper, bryce harper,7,10746.2, sportspersons
JIMIPV7S, jason wetth, jason weth,8,2964.5, sportspersons
JIMIPV7S, ryan zimmerman, ryan zimmerman,9,5834, sportspersons
JIMIPV7S, nene, nene,10,3600.6, sportspersons
JIMIPV7S,dog,dog,1,1669.8,animals
JIMIPV7S,cat,cat,2,1733.1,animals
JIMIPV7S,tiger,tiger,3,874.8,animals
JIMIPV7S,lion,lion,4,1092,animals
JIMIPV7S,coyote,coyote,5,1974.8,animals
JIMIPV7S,wold,wolf,6,1383.2,animals
JIMIPV7S,fox,fox,7,2066.7,animals
JIMIPV7S,squirrel,squirrel,8,2990.8,animals
JIMIPV7S,chipmunk,chipmunk,9,3560.2,animals
JIMIPV7S,hamster,hamster,10,1689.7,animals
JIMIPV7S,guinea pig,guinea pig,11,2485,animals
JIMIPV7S,ferret,ferret,12,10031.7,animals
JIMIPV7S,weasel,weasel,13,2933.5,animals
JIMIPV7S,bald eagle,bald eagle,14,6500.7,animals
JIMIPV7S,hawk,hawk,15,1833.8,animals
JIMIPV7S,golden eagle,golden eagle,16,2599.7,animals
JIMIPV7S,condor,condor,17,1260.2,animals
JIMIPV7S,osprey,osprey,18,2073,animals
JIMIPV7S,blue jay,blue jay,19,3556.9,animals
JIMIPV7S,robin,robin,20,3051.6,animals
JIMIPV7S,dove,dove,21,1299.7,animals
JIMIPV7S,owl,owl,22,1315.4,animals
JIMIPV7S,brandon sanderson,brandon sanderson,1,3493.3,authors
JIMIPV7S,jk rowling,j. k. rowling,2,2858.4,authors
JIMIPV7S,jrr tolkien,j. r. r. tolkien,3,3325.1,authors
JIMIPV7S,george rr martin,george r. r. martin,4,5611,authors
JIMIPV7S,leo tolstoy,leo tolstoy,5,8996.6,authors
JIMIPV7S,william shakespeare,william shakespeare,6,6358.4,authors
JIMIPV7S,margaret atwood,margaret atwood,7,6282.9,authors
JIMIPV7S,cs lewis,c. s. lewis,8,13384.9,authors
JIMIPV7S,psychology,psychology,1,3922.9,college_majors
JIMIPV7S,classics,classics,2,1841.9,college_majors
JIMIPV7S,italian,italian,3,1991.2,college_majors
K6LTYZJH, dog, dog,1,1876, animals
K6LTYZJH, cat, cat,2,987, animals
K6LTYZJH, bat, bat,3,845, animals
K6LTYZJH, rat, rat,4,737, animals
K6LTYZJH, tiget, tiger,5,1682, animals
K6LTYZJH, lion, lion,6,1753, animals
K6LTYZJH, zebra, zebra,7,2361, animals
K6LTYZJH, monkey, monkey,8,1741, animals
K6LTYZJH, jaguar, jaguar,9,3684, animals
K6LTYZJH, puma, puma,10,1084, animals
K6LTYZJH, lemur, lemur,11,3593, animals
K6LTYZJH, cockroach, cockroach,12,3219, animals
K6LTYZJH, elephant, elephant,13,1684, animals
K6LTYZJH, cobra, cobra,14,3729, animals
K6LTYZJH, whale, whale,15,4189, animals
K6LTYZJH, orca, orca,16,4428, animals
K6LTYZJH, penguin, penguin,17,2288, animals
K6LTYZJH, bear, bear,18,1332, animals
K6LTYZJH, woodpecker, woodpecker,19,7479, animals
K6LTYZJH, songbird, songbird,20,4056, animals
K6LTYZJH, loon, loon,21,1009, animals
K6LTYZJH, mouse, mouse,22,3750, animals
K6LTYZJH, lorraine hansberry, lorraine hansberry,1,6603, authors
K6LTYZJH, langston hughes, langston hughes,2,7237, authors
K6LTYZJH, jk rowling, jk rowling,3,6317, authors
K6LTYZJH, jd salinger, jd salinger,4,17560, authors
K6LTYZJH, rf kuang, rf kuang,5,15893, authors
K6LTYZJH, hanya yanighara, hanya yanagihara,6,5225, authors
K6LTYZJH, government, government,1,2315, college_majors
K6LTYZJH, neuroscience, neuroscience,2,4334, college_majors
K6LTYZJH, biochemistry, biochemistry,3,4664, college_majors
K6LTYZJH, religious studies, religious studies,4,6647, college_majors
K6LTYZJH, communcations, communications,5,12109, college_majors
K6LTYZJH, acting, acting,6,1235, college_majors
K6LTYZJH, literature, literature,7,1729, college_majors
K6LTYZJH, computer science, computer science,8,3099, college_majors
K6LTYZJH, undecided, undecided,9,1875, college_majors
K6LTYZJH, architecture, architecture,10,6295, college_majors
K6LTYZJH, engineering, engineering,11,2100, college_majors
K6LTYZJH, pre-med, pre-med,12,5078, college_majors
K6LTYZJH, biology, biology,13,2428, college_majors
K6LTYZJH, the roots, the roots,1,2303, musicians
K6LTYZJH, Brent faiyaz, brent faiyaz,2,4169, musicians
K6LTYZJH, Jill scott, jill scott,3,1923, musicians
K6LTYZJH, d'angelo, d'angelo,4,5307, musicians
K6LTYZJH, Tyler  the creator, tyler the creator,5,8345, musicians
K6LTYZJH, frank ocean, frank ocean,6,2946, musicians
K6LTYZJH, Malcolm todd, malcolm todd,7,4424, musicians
K6LTYZJH, soul II real, soul ii soul,8,4848, musicians
K6LTYZJH, bobby brown, bobby brown,9,4958, musicians
K6LTYZJH, new edition, new edition,10,1714, musicians
K6LTYZJH, a tribe called quest, a tribe called quest,11,2982, musicians
K6LTYZJH, clairo, clairo,12,3455, musicians
K6LTYZJH, beabadobee, beabadoobee,13,3262, musicians
K6LTYZJH, badbadnotgood, badbadnotgood,14,5823, musicians
K6LTYZJH, Ariana grande, ariana grande,15,2390, musicians
K6LTYZJH, serena williams, serena williams,1,5418, sportspersons
K6LTYZJH, Alyssa liu, alyssa liu,2,4360, sportspersons
K6LTYZJH, nadal, nadal,3,7586, sportspersons
K6LTYZJH, federer, federer,4,3478, sportspersons
K6LTYZJH, sga, sga,5,4967, sportspersons
K6LTYZJH, allen iverson, allen iverson,6,2978, sportspersons
K6LTYZJH, Lebron james, lebron james,7,4705, sportspersons
K6LTYZJH, Michael jordan, michael jordan,8,3263, sportspersons
K6LTYZJH, tiger woods, tiger woods,9,3173, sportspersons
K6LTYZJH, alcaraz, alcaraz,10,4193, sportspersons
K6LTYZJH, vicky, vicky,11,3187, sportspersons
K6LTYZJH, Michael phelphs, michael phelps,12,5376, sportspersons
K6LTYZJH, Katie ledecky, katie ledecky,13,3534, sportspersons
K6LTYZJH, shacarri, sha'carri,14,2859, sportspersons
KMXD4OZC, panda, panda,1,801.6, animals
KMXD4OZC, ant eater, anteater,2,2757.5, animals
KMXD4OZC, possum, possum,3,1489.8, animals
KMXD4OZC, raccoon, raccoon,4,1107.8, animals
KMXD4OZC, hippo, hippo,5,1572, animals
KMXD4OZC, alligator, alligator,6,2903.2, animals
KMXD4OZC, crocodile, crocodile,7,1764.1, animals
KMXD4OZC, flaming, flamingo,8,4084.2, animals
KMXD4OZC, butterfly, butterfly,9,1950.8, animals
KMXD4OZC, dog, dog,10,2680.9, animals
KMXD4OZC, cat, cat,11,565.7, animals
KMXD4OZC, lion, lion,12,1089.6, animals
KMXD4OZC, tiger, tiger,13,630.3, animals
KMXD4OZC, squirrel, squirrel,14,6658.1, animals
KMXD4OZC, rat, rat,15,554.4, animals
KMXD4OZC, mice, mice,16,3712.7, animals
KMXD4OZC, bird, bird,17,5125.5, animals
KMXD4OZC, pelican, pelican,18,1208.2, animals
KMXD4OZC, trex, t. rex,19,5403.1, animals
KMXD4OZC, woolfe, woolf,1,2749, authors
KMXD4OZC, jk rowling, j.k. rowling,2,2614.4, authors
KMXD4OZC, brandon sanderson, brandon sanderson,3,4370.8, authors
KMXD4OZC, toni morrison, toni morrison,4,7966.6, authors
KMXD4OZC, bell hooks, bell hooks,5,1612.6, authors
KMXD4OZC, james baldwin, james baldwin,6,2036, authors
KMXD4OZC, putnam, putnam,7,22957, authors
KMXD4OZC, graham allison, graham allison,8,5100, authors
KMXD4OZC, chinese, chinese,1,1169.5, college_majors
KMXD4OZC, hispanic studies, hispanic studies,2,2570.4, college_majors
KMXD4OZC, asian studies, asian studies,3,2413.2, college_majors
KMXD4OZC, psychology, psychology,4,1840.3, college_majors
KMXD4OZC, education, education,5,918.9, college_majors
KMXD4OZC, history, history,6,2429.1, college_majors
KMXD4OZC, english, english,7,1015.4, college_majors
KMXD4OZC, econ, econ,8,2912.9, college_majors
KMXD4OZC, gov, gov,9,609.2, college_majors
KMXD4OZC, political science, political science,10,16823, college_majors
KMXD4OZC, anthro, anthropology,11,2041.4, college_majors
KMXD4OZC, law, law,12,1101.9, college_majors
KMXD4OZC, urban studies, urban studies,13,3978.8, college_majors
KMXD4OZC, environmental, environmental,14,3233, college_majors
KMXD4OZC, music, music,15,682.6, college_majors
KMXD4OZC, gender studies, gender studies,16,7362.1, college_majors
KMXD4OZC, beyonce, beyoncé,1,1870.8, musicians
KMXD4OZC, nicki minaj, nicki minaj,2,1522.2, musicians
KMXD4OZC, doja cat, doja cat,3,5977.3, musicians
KMXD4OZC, vicente fernandez, vicente fernández,4,2886.8, musicians
KMXD4OZC, rocio durcal, rocío dúrcal,5,1670.7, musicians
KMXD4OZC, alejandro fernandez, alejandro fernández,6,9815.8, musicians
KMXD4OZC, kali uchis, kali uchis,7,4481.6, musicians
KMXD4OZC, steve lacy, steve lacy,8,2884.3, musicians
KMXD4OZC, stevie wonders, stevie wonder,9,4000.1, musicians
KMXD4OZC, stevie nicks, stevie nicks,10,2327.6, musicians
KMXD4OZC, bad bunny, bad bunny,11,3105.7, musicians
KMXD4OZC, bruno mras, bruno mars,12,2877.7, musicians
KMXD4OZC, cardi b, cardi b,13,1724.2, musicians
KMXD4OZC, ice spice, ice spice,14,4326.3, musicians
KMXD4OZC, d4vid, d4vid,15,2121, musicians
KMXD4OZC, beatles, the beatles,16,7610.4, musicians
KMXD4OZC, kaepernick, kaepernick,1,3042.2, sportspersons
KMXD4OZC, wilson russel, wilson russell,2,4414.4, sportspersons
KMXD4OZC, memo ochoa, memo ochoa,3,3402.7, sportspersons
KMXD4OZC, chicarito, chicharito,4,2584.6, sportspersons
KMXD4OZC, alysa liu, alysa liu,5,4360.5, sportspersons
KMXD4OZC, eileen gu, eileen gu,6,3138.7, sportspersons
KMXD4OZC, yuzura hanyu, yuzuru hanyu,7,4794.8, sportspersons
KMXD4OZC, odell beckam, odell beckham,8,6264.5, sportspersons
KMXD4OZC, messi, messi,9,857.9, sportspersons
KMXD4OZC, cr4, cr4,10,1774, sportspersons
KMXD4OZC, simon biles, simone biles,11,16975.1, sportspersons
KZ9S5MPC, Hippo, hippo,1,1521, animals
KZ9S5MPC, Elephant, elephant,2,2716, animals
KZ9S5MPC, lizard, lizard,3,2245, animals
KZ9S5MPC, frog, frog,4,1707, animals
KZ9S5MPC, dog, dog,5,973, animals
KZ9S5MPC, cat, cat,6,861, animals
KZ9S5MPC, bird, bird,7,1483, animals
KZ9S5MPC, mouse, mouse,8,1690, animals
KZ9S5MPC, rat, rat,9,743, animals
KZ9S5MPC, toucan, toucan,10,3899, animals
KZ9S5MPC, ant, ant,11,3871, animals
KZ9S5MPC, beetle, beetle,12,3112, animals
KZ9S5MPC, butterfly, butterfly,13,2151, animals
KZ9S5MPC, ladybug, ladybug,14,2209, animals
KZ9S5MPC, praying mantis, praying mantis,15,8025, animals
KZ9S5MPC, snake, snake,16,2924, animals
KZ9S5MPC, anteater, anteater,17,6150, animals
KZ9S5MPC, marmaduke, marmaduke,18,3427, animals
KZ9S5MPC, echidna, echidna,19,6355, animals
KZ9S5MPC, kiwi, kiwi,20,3865, animals
KZ9S5MPC, JK Rowling, j.k. rowling,1,3694, authors
KZ9S5MPC, Octavia Butler, octavia butler,2,4647, authors
KZ9S5MPC, James Baldwin, james baldwin,3,3223, authors
KZ9S5MPC, Sarah J Maas, sarah j. maas,4,7591, authors
KZ9S5MPC, Ezra Klein, ezra klein,5,19424, authors
KZ9S5MPC, Biology, biology,1,2265, college_majors
KZ9S5MPC, Neuroscience, neuroscience,2,4293, college_majors
KZ9S5MPC, communications, communications,3,2503, college_majors
KZ9S5MPC, Government and Legal studies, government and legal studies,4,7622, college_majors
KZ9S5MPC, sociology, sociology,5,1870, college_majors
KZ9S5MPC, economics, economics,6,1770, college_majors
KZ9S5MPC, earth and oceanographic studies, earth and oceanographic studies,7,7053, college_majors
KZ9S5MPC, math, math,8,2624, college_majors
KZ9S5MPC, english, english,9,3205, college_majors
KZ9S5MPC, history, history,10,1380, college_majors
KZ9S5MPC, French, french,11,4719, college_majors
KZ9S5MPC, German, german,12,1767, college_majors
KZ9S5MPC, Russian, russian,13,1569, college_majors
KZ9S5MPC, Spanish, spanish,14,4283, college_majors
KZ9S5MPC, Theater and Dance, theater and dance,15,4578, college_majors
KZ9S5MPC, Religion, religion,16,5141, college_majors
KZ9S5MPC, biology, biology,17,3024, college_majors
KZ9S5MPC, Lady gaga, lady gaga,1,2093, musicians
KZ9S5MPC, Ariana grande, ariana grande,2,2481, musicians
KZ9S5MPC, ed sheeran, ed sheeran,3,1949, musicians
KZ9S5MPC, Sabrina carpenter, sabrina carpenter,4,4856, musicians
KZ9S5MPC, the beatles, the beatles,5,2247, musicians
KZ9S5MPC, Taylor swift, taylor swift,6,3377, musicians
KZ9S5MPC, drake, drake,7,1270, musicians
KZ9S5MPC, kendrick lamar, kendrick lamar,8,2505, musicians
KZ9S5MPC, sia, sia,9,5592, musicians
KZ9S5MPC, nicki minaj, nicki minaj,10,4052, musicians
KZ9S5MPC, maroon five, maroon 5,11,4315, musicians
KZ9S5MPC, P!nk, p!nk,12,5471, musicians
KZ9S5MPC, jessie J, jessie j,13,4803, musicians
KZ9S5MPC, Lionel Messi, lionel messi,1,2608, sportspersons
KZ9S5MPC, My friend Ruqayyah, my friend ruqayyah,2,17838, sportspersons
KZ9S5MPC, Labron James, lebron james,3,8374, sportspersons
KZ9S5MPC, Shaq, shaquille o'neal,4,5268, sportspersons
LJSMGNV0, Dog, dog,1,1361, animals
LJSMGNV0, Cat, cat,2,830, animals
LJSMGNV0, Mouse, mouse,3,977, animals
LJSMGNV0, Bird, bird,4,1214, animals
LJSMGNV0, Pidgeon, pigeon,5,2617, animals
LJSMGNV0, Elephant, elephant,6,5122, animals
LJSMGNV0, Hippo, hippo,7,1481, animals
LJSMGNV0, Deer, deer,8,4654, animals
LJSMGNV0, Moose, moose,9,781, animals
LJSMGNV0, Coyote, coyote,10,5769, animals
LJSMGNV0, Monkey, monkey,11,6730, animals
LJSMGNV0, Zebra, zebra,12,8162, animals
LJSMGNV0, Giraffe, giraffe,13,1268, animals
LJSMGNV0, Red Panta, red panda,14,1343, animals
LJSMGNV0, Panda, panda,15,1578, animals
LJSMGNV0, Rhino, rhino,16,4865, animals
LJSMGNV0, bear, bear,17,7450, animals
LJSMGNV0, polar bear, polar bear,18,2935, animals
LJSMGNV0, Andy Weir, andy weir,1,2315, authors
LJSMGNV0, Hawthorne, nathaniel hawthorne,2,6523, authors
LJSMGNV0, Henry Wadsworth Longfellow, henry wadsworth longfellow,3,5761, authors
LJSMGNV0, Sylvia Plath, sylvia plath,4,2307, authors
LJSMGNV0, Poe, edgar allan poe,5,8568, authors
LJSMGNV0, Oscar Wilde, oscar wilde,6,4408, authors
LJSMGNV0, Neuro, neuro,1,3182, college_majors
LJSMGNV0, Psych, psychology,2,1331, college_majors
LJSMGNV0, Sneaker Design, sneaker design,3,2358, college_majors
LJSMGNV0, Visual Arts, visual arts,4,4467, college_majors
LJSMGNV0, Biology, biology,5,3762, college_majors
LJSMGNV0, Chemistry, chemistry,6,1482, college_majors
LJSMGNV0, English, english,7,7258, college_majors
LJSMGNV0, History, history,8,2517, college_majors
LJSMGNV0, Government/Poly Sci, government/political science,9,2807, college_majors
LJSMGNV0, Africana Studies, africana studies,10,6839, college_majors
LJSMGNV0, Sociology, sociology,11,1591, college_majors
LJSMGNV0, Anthropology, anthropology,12,2814, college_majors
LJSMGNV0, Music, music,13,1098, college_majors
LJSMGNV0, Italian, italian,14,7435, college_majors
LJSMGNV0, Spanish, spanish,15,1643, college_majors
LJSMGNV0, French, french,16,867, college_majors
LJSMGNV0, German, german,17,2313, college_majors
LJSMGNV0, Russian, russian,18,919, college_majors
LJSMGNV0, Alice Phoebe Lou, alice phoebe lou,1,5746, musicians
LJSMGNV0, Paul Simon, paul simon,2,3650, musicians
LJSMGNV0, Garfunkel, art garfunkel,3,2958, musicians
LJSMGNV0, Taylor Swift, taylor swift,4,2165, musicians
LJSMGNV0, BB King, b.b. king,5,1353, musicians
LJSMGNV0, Clairo, clairo,6,18210, musicians
LJSMGNV0, Phoebe Bridgers, phoebe bridgers,7,4917, musicians
LJSMGNV0, Paul McCartney, paul mccartney,8,10502, musicians
LJSMGNV0, Ringo Starr, ringo starr,9,3245, musicians
LJSMGNV0, John Lennon, john lennon,10,5376, musicians
LJSMGNV0, Kobe Bryant, kobe bryant,1,2914, sportspersons
LJSMGNV0, Babe Ruth, babe ruth,2,3066, sportspersons
LJSMGNV0, Travis Kelce, travis kelce,3,16837, sportspersons
LN8REBYY, cat, cat,1,3169.1, animals
LN8REBYY, dog, dog,2,761.7, animals
LN8REBYY, pig, pig,3,620.2, animals
LN8REBYY, cow, cow,4,632.3, animals
LN8REBYY, snake, snake,5,2362.5, animals
LN8REBYY, buffalo, buffalo,6,3539.8, animals
LN8REBYY, butterfly, butterfly,7,3989.1, animals
LN8REBYY, shark, shark,8,1622, animals
LN8REBYY, snail, snail,9,876.9, animals
LN8REBYY, dolphin, dolphin,10,5792.7, animals
LN8REBYY, cardinal, cardinal,11,2468.7, animals
LN8REBYY, chickadee, chickadee,12,2824, animals
LN8REBYY, cowbird, cowbird,13,1697.2, animals
LN8REBYY, catbird, catbird,14,2575.5, animals
LN8REBYY, dragonfly, dragonfly,15,5756.5, animals
LN8REBYY, beetle, beetle,16,1370.7, animals
LN8REBYY, elephant, elephant,17,3099.2, animals
LN8REBYY, tiger, tiger,18,1803, animals
LN8REBYY, lion, lion,19,1921.2, animals
LN8REBYY, sloth, sloth,20,2190.2, animals
LN8REBYY, ape, ape,21,2135.4, animals
LN8REBYY, sheep, sheep,22,3316.4, animals
LN8REBYY, ram, ram,23,1203.1, animals
LN8REBYY, bull, bull,24,957.1, animals
LN8REBYY, ewe, ewe,25,912.2, animals
LN8REBYY, charles dickens, charles dickens,1,3561.3, authors
LN8REBYY, ann patchett, ann patchett,2,2417.2, authors
LN8REBYY, catherine newman, catherine newman,3,3546.5, authors
LN8REBYY, joan didion, joan didion,4,5926.9, authors
LN8REBYY, patricia lockwood, patricia lockwood,5,9782.9, authors
LN8REBYY, j rr tolkein, j.r.r. tolkien,6,4081, authors
LN8REBYY, pathrick rothfuss, patrick rothfuss,7,6846.1, authors
LN8REBYY, george rr martin, george r.r. martin,8,7110.4, authors
LN8REBYY, harriet beecher stowe, harriet beecher stowe,9,15132.3, authors
LN8REBYY, economic, economics,1,2872.8, college_majors
LN8REBYY, government, government,2,1799.9, college_majors
LN8REBYY, ocean science, ocean science,3,2263.4, college_majors
LN8REBYY, nursing, nursing,4,885.8, college_majors
LN8REBYY, education, education,5,3047.1, college_majors
LN8REBYY, english, english,6,2811.7, college_majors
LN8REBYY, history, history,7,1142.5, college_majors
LN8REBYY, german, german,8,1121, college_majors
LN8REBYY, russian, russian,9,1374, college_majors
LN8REBYY, french, french,10,2325.6, college_majors
LN8REBYY, chemistry, chemistry,11,3625.5, college_majors
LN8REBYY, physics, physics,12,2737.7, college_majors
LN8REBYY, kinesiology, kinesiology,13,3558.9, college_majors
LN8REBYY, studio art, studio art,14,13541, college_majors
LN8REBYY, visual art, visual art,15,1749.6, college_majors
LN8REBYY, film, film,16,2985.6, college_majors
LN8REBYY, philosophy, philosophy,17,10869.3, college_majors
LN8REBYY, michael jackson, michael jackson,1,4908.4, musicians
LN8REBYY, whitney houston, whitney houston,2,2322.2, musicians
LN8REBYY, bonnie raitt, bonnie raitt,3,1860.5, musicians
LN8REBYY, sombr, sombr,4,2577.6, musicians
LN8REBYY, cmat, cmat,5,1217.2, musicians
LN8REBYY, chappel roan, chappell roan,6,4165.8, musicians
LN8REBYY, kendrick lamar, kendrick lamar,7,6592.2, musicians
LN8REBYY, godsmack, godsmack,8,2719.8, musicians
LN8REBYY, metallica, metallica,9,2904.7, musicians
